19,1
37,2
28,3
65,4
33,5
16,6
44,7
17,8
40,9
42,10
13,11
40,12
71,13
31,14
20,15
29,16
50,17
39,18
31,19
29,20
55,21
40,22
36,23
67,24
27,25
41,26
34,27
20,28
26,32
30,33
23,34
36,35
31,36
33,37
42,38
46,39
40,40
41,41
25,42
30,43
20,44
25,45
21,46
29,47
33,48
17,49
18,50
44,51
31,52
43,53
20,54
39,55
52,56
39,57
23,58
63,59
24,60
59,61
64,62
8,63
38,64
35,65
54,66
33,67
17,68
33,69
75,70
38,71
39,72
41,73
43,74
30,75
16,76
8,77
83,78
50,79
28,80
65,81
49,82
126,83
47,84
68,85
72,86
57,87
14,91
17,92
15,93
12,94
25,95
5,96
6,97
12,98
13,99
34,100
18,101
34,102
23,103
42,104
43,105
36,106
10,107
13,108
25,109
20,110
29,111
44,112
61,113
29,114
10,115
28,116
38,117
18,118
18,121
6,122
1,123
9,124
12,125
36,126
17,127
8,128
11,129
12,130
35,131
11,132
18,133
15,134
41,135
9,136
14,137
23,138
44,139
19,140
13,141
9,142
9,143
7,144
30,145
26,146
5,147
29,148
32,152
23,153
55,154
84,155
65,156
44,157
48,158
43,159
48,160
44,161
35,162
85,163
65,164
42,165
64,166
42,167
65,168
26,169
59,170
49,171
102,172
28,173
65,174
65,175
36,176
58,177
78,178
27,179
70,182
62,183
135,184
72,185
39,186
13,187
44,188
25,189
50,190
54,191
32,192
52,193
44,194
55,195
30,196
61,197
47,198
48,199
23,200
21,201
39,202
47,203
29,204
36,205
28,206
30,207
49,208
69,209
32,213
44,214
25,215
12,216
7,217
25,218
36,219
20,220
28,221
31,222
36,223
24,224
32,225
31,226
13,227
8,228
31,229
30,230
14,231
27,232
29,233
52,234
34,235
2,236
16,237
12,238
37,239
17,240
9,244
7,245
36,246
30,247
18,248
25,249
14,250
18,251
2,252
15,253
33,254
59,255
8,256
19,257
28,258
8,259
5,260
25,261
9,262
17,263
12,264
27,265
34,266
26,267
27,268
23,269
23,270
32,271
96,274
84,275
80,276
59,277
91,278
64,279
70,280
76,281
81,282
84,283
62,284
109,285
47,286
61,287
73,288
68,289
53,290
53,291
37,292
54,293
85,294
63,295
56,296
45,297
75,298
75,299
89,300
80,301
132,305
147,306
182,307
187,308
194,309
162,310
134,311
135,312
124,313
123,314
181,315
169,316
169,317
172,318
122,319
68,320
167,321
130,322
139,323
114,324
163,325
140,326
148,327
115,328
117,329
156,330
124,331
142,332
192,335
287,336
191,337
205,338
228,339
206,340
204,341
183,342
193,343
247,344
255,345
220,346
232,347
200,348
186,349
225,350
124,351
194,352
209,353
260,354
249,355
280,356
211,357
256,358
195,359
199,360
220,361
226,362
