38,1
51,2
16,3
50,4
46,5
30,7
3,8
97,9
24,10
28,11
95,12
35,13
36,14
55,15
42,16
28,17
55,18
50,19
25,20
63,21
48,22
40,23
47,24
58,25
18,26
20,27
18,28
11,32
2,33
26,34
28,35
25,36
37,37
18,38
50,39
41,40
14,41
31,42
25,43
36,44
34,45
16,46
47,47
11,48
65,49
55,50
42,51
41,52
21,53
55,54
47,55
34,56
35,57
30,58
43,59
64,60
68,61
23,62
45,63
56,64
18,65
34,66
38,67
55,68
54,69
54,70
40,71
60,72
63,73
18,74
39,75
31,76
52,77
59,78
67,79
27,80
51,81
45,82
29,83
13,84
50,85
44,86
27,87
19,91
25,92
23,93
44,94
31,95
7,96
24,97
23,98
16,99
33,100
35,101
22,102
29,103
1,104
48,105
12,106
11,107
32,108
29,109
28,110
8,111
17,112
36,113
9,114
45,115
23,116
26,117
20,118
28,121
5,122
18,123
12,124
12,125
22,126
21,127
26,128
19,129
13,130
14,131
19,133
26,134
25,135
28,136
28,137
21,138
9,139
14,140
2,141
43,142
35,143
13,144
40,145
10,146
18,147
28,148
33,152
32,153
64,154
33,155
51,156
56,157
84,158
48,159
49,160
43,161
69,162
52,163
72,164
40,165
69,166
70,167
135,168
47,169
66,170
74,171
63,172
37,173
82,174
14,175
58,176
31,177
67,178
69,179
68,182
20,183
79,184
50,185
46,186
46,187
47,188
10,189
35,190
61,191
42,192
49,193
58,194
26,195
27,196
52,197
53,198
60,199
47,200
41,201
40,202
61,203
29,204
70,205
52,206
55,207
100,208
88,209
14,213
48,214
16,215
47,216
15,217
34,218
15,219
22,220
24,221
22,222
38,223
25,224
23,225
45,226
57,227
14,228
52,229
28,230
15,231
16,232
14,233
42,234
44,235
19,236
46,237
9,238
11,239
27,240
39,244
16,245
15,246
19,247
58,248
28,249
25,250
14,251
15,252
17,253
17,254
22,255
8,256
9,257
30,258
42,259
22,260
25,261
10,262
31,263
47,264
25,265
17,266
13,267
22,268
21,269
29,270
17,271
94,274
69,275
52,276
85,277
49,278
44,279
57,280
49,281
49,282
92,283
83,284
62,285
79,286
121,287
79,288
74,289
66,290
73,291
97,292
73,293
124,294
52,295
61,296
73,297
65,298
43,299
127,300
73,301
186,305
171,306
81,307
107,308
176,309
124,310
161,311
144,312
194,313
126,314
132,315
202,316
106,317
128,318
129,319
137,320
127,321
88,322
143,323
136,324
171,325
100,326
122,327
162,328
93,329
132,330
116,331
126,332
354,335
235,336
195,337
205,338
283,339
243,340
237,341
271,342
226,343
207,344
238,345
256,346
219,347
202,348
237,349
157,350
113,351
182,352
211,353
212,354
168,355
270,356
223,357
156,358
250,359
150,360
253,361
238,362
