China,6,1
Germany,14,1
Iran,6,1
Ireland,9,1
Mexico,4,1
Russia,8,1
Ukraine,13,1
France,7,2
Germany,4,2
India,4,2
Korea,9,2
Ukraine,7,2
Australia,7,3
France,3,3
Japan,6,3
Mexico,5,3
France,2,4
India,4,4
Ireland,2,4
Korea,10,4
Russia,7,4
United States,9,4
Australia,4,5
Brazil,13,5
France,6,5
Germany,8,5
Ireland,6,5
United States,6,5
Brazil,9,6
Iran,1,6
Ireland,1,6
Japan,10,6
Ukraine,5,6
Australia,3,7
Brazil,21,7
France,4,7
Germany,4,7
Iran,13,7
Ireland,7,7
China,5,8
France,18,8
Japan,4,8
Ukraine,7,8
United States,9,8
France,13,9
Iran,13,9
Ireland,10,9
Korea,8,9
Ukraine,2,9
United States,4,9
Germany,8,10
Iran,7,10
Brazil,3,11
France,2,11
Russia,15,11
United States,8,11
Australia,2,12
Brazil,8,12
China,1,12
Great Britain,2,12
India,2,12
Ireland,3,12
Brazil,7,13
China,2,13
France,6,13
Germany,2,13
Great Britain,10,13
Iran,6,13
Ireland,3,13
Japan,9,13
Russia,10,13
Australia,5,14
Ireland,8,14
Australia,17,15
China,8,15
Germany,13,15
Great Britain,10,15
India,4,15
Ireland,2,15
Japan,10,15
Mexico,14,15
Ukraine,8,15
United States,5,15
China,8,16
Germany,10,16
India,8,16
Iran,6,16
Japan,10,16
United States,4,16
Brazil,7,17
France,8,17
Japan,3,17
Mexico,2,17
Russia,6,17
United States,7,17
Brazil,6,18
China,17,18
France,7,18
Germany,4,18
Great Britain,12,18
Ireland,6,18
Japan,19,18
Korea,2,18
Mexico,12,18
Russia,7,18
Ukraine,13,18
Australia,7,19
France,10,19
Germany,6,19
India,18,19
Japan,10,19
Korea,7,19
India,6,20
Russia,3,20
United States,7,20
France,2,21
Germany,7,21
Great Britain,9,21
India,4,21
Ireland,2,21
Japan,8,21
Russia,10,21
Brazil,6,22
Great Britain,24,22
United States,3,22
China,2,23
India,5,23
United States,5,23
Brazil,7,24
France,1,24
Germany,18,24
Korea,9,24
China,6,25
India,10,25
Ukraine,3,25
United States,4,25
China,9,26
Germany,6,26
Great Britain,9,26
Ireland,6,26
Mexico,4,26
France,11,27
Iran,3,27
Mexico,8,27
Australia,6,28
Brazil,6,28
Great Britain,5,28
Mexico,4,28
Australia,9,32
Japan,7,32
Australia,6,33
Great Britain,3,33
Iran,8,33
Brazil,5,34
France,1,34
Great Britain,4,34
Ukraine,6,34
United States,7,34
Germany,8,35
Ireland,6,35
Mexico,19,35
Russia,8,35
United States,6,35
Australia,9,36
China,9,36
India,7,36
Ireland,9,36
Russia,9,36
Ukraine,9,36
Australia,3,37
China,4,37
Great Britain,1,37
Brazil,2,38
China,3,38
Korea,9,38
Australia,5,39
India,8,39
Mexico,2,39
Ukraine,3,39
Germany,9,40
India,16,40
Iran,9,40
Korea,9,40
Australia,10,41
France,6,41
Great Britain,7,41
Iran,7,41
Japan,1,41
Korea,5,41
Ukraine,10,41
Great Britain,8,42
India,10,42
Iran,6,42
Japan,9,42
Australia,17,43
Germany,6,43
India,6,43
Iran,4,43
Mexico,3,43
China,7,44
Germany,7,44
Great Britain,6,44
India,3,44
Russia,7,44
China,6,45
Iran,16,45
Japan,2,45
Korea,5,45
China,8,46
France,5,46
India,7,46
Korea,10,46
Russia,4,46
Ukraine,4,46
United States,11,46
India,10,47
Iran,4,47
Germany,1,48
Iran,8,48
Ireland,5,48
Korea,9,48
United States,6,48
Brazil,9,49
Germany,2,49
Great Britain,1,49
Iran,3,49
Japan,5,49
Russia,12,49
United States,10,49
China,9,50
France,6,50
India,7,50
Ireland,7,50
Japan,14,50
Ukraine,9,50
Germany,1,51
Japan,10,51
Korea,6,51
Germany,6,52
Great Britain,7,52
India,5,52
Russia,7,52
Australia,7,53
Germany,4,53
Great Britain,9,53
Iran,2,53
Ireland,14,53
Mexico,7,53
Australia,4,54
France,3,54
Great Britain,5,54
Ireland,7,54
Mexico,8,54
Russia,9,54
Australia,6,55
China,1,55
France,21,55
Germany,2,55
Japan,4,55
Russia,6,55
Ukraine,11,55
United States,8,55
India,5,56
United States,10,56
Russia,10,57
United States,10,57
France,9,58
Ireland,5,58
Japan,5,58
United States,2,58
India,2,59
Japan,17,59
Russia,10,59
United States,6,59
Australia,14,60
Mexico,10,60
Russia,5,60
China,10,61
France,5,61
Iran,3,61
United States,1,61
Brazil,16,62
Germany,9,62
India,8,62
Iran,11,62
Ireland,7,62
Korea,10,62
Mexico,1,62
United States,2,62
Brazil,4,63
China,1,63
France,5,63
Germany,2,63
Ukraine,7,63
Australia,7,64
Brazil,2,64
France,6,64
Great Britain,10,64
India,5,64
Japan,8,64
Korea,5,64
United States,5,64
Australia,6,65
Germany,9,65
Great Britain,1,65
Korea,2,65
Mexico,15,65
United States,4,65
France,11,66
India,23,66
Ireland,10,66
Japan,2,66
Korea,8,66
Australia,6,67
Brazil,1,67
