60,1
31,2
21,3
34,4
43,5
26,6
52,7
43,8
50,9
15,10
28,11
18,12
55,13
13,14
91,15
46,16
33,17
105,18
58,19
16,20
42,21
33,22
12,23
35,24
23,25
34,26
22,27
21,28
16,32
17,33
23,34
47,35
52,36
8,37
14,38
18,39
43,40
46,41
33,42
36,43
30,44
29,45
49,46
14,47
29,48
42,49
52,50
17,51
25,52
43,53
36,54
59,55
15,56
20,57
21,58
35,59
29,60
19,61
64,62
19,63
48,64
37,65
54,66
57,67
34,68
52,69
48,70
45,71
47,72
38,73
15,74
36,75
49,76
24,77
30,78
61,79
53,80
51,81
46,82
46,83
51,84
41,85
78,86
21,87
31,91
53,92
33,93
37,94
28,95
46,96
18,97
20,98
51,99
19,100
32,101
61,102
9,104
25,105
49,106
36,107
17,108
36,109
19,110
30,111
35,112
15,113
35,114
35,115
18,116
10,117
23,118
7,121
10,122
9,123
13,124
18,126
7,127
34,128
14,129
22,130
9,131
17,132
26,133
8,134
18,135
13,137
26,138
31,139
31,140
30,141
28,142
6,143
17,144
18,145
24,146
25,147
14,148
49,152
37,153
31,154
83,155
47,156
73,157
40,158
77,159
33,160
42,161
50,162
84,163
26,164
91,165
85,166
95,167
90,168
50,169
83,170
52,171
63,172
99,173
69,174
24,175
32,176
38,177
48,178
36,179
64,182
43,183
28,184
42,185
46,186
51,187
56,188
23,189
42,190
30,191
37,192
76,193
45,194
62,195
95,196
60,197
39,198
87,199
65,200
73,201
37,202
52,203
46,204
70,205
62,206
60,207
68,208
50,209
28,213
15,214
4,215
5,216
27,217
6,218
9,219
46,220
26,221
20,222
10,223
31,224
20,225
14,226
6,227
35,228
31,229
18,230
11,231
17,232
21,233
23,234
37,235
11,236
30,237
22,238
15,239
55,240
45,244
17,245
28,246
28,247
48,248
50,249
19,250
33,251
26,252
26,253
7,254
17,255
15,256
18,257
35,258
18,259
29,260
48,261
31,262
24,263
21,264
6,265
17,266
3,267
25,268
32,269
41,270
34,271
74,274
103,275
76,276
77,277
44,278
61,279
120,280
24,281
84,282
77,283
71,284
70,285
71,286
51,287
66,288
111,289
126,290
87,291
51,292
53,293
68,294
63,295
51,296
107,297
85,298
114,299
75,300
123,301
196,305
149,306
128,307
167,308
78,309
152,310
81,311
129,312
116,313
70,314
136,315
106,316
139,317
74,318
166,319
177,320
153,321
110,322
106,323
129,324
160,325
106,326
151,327
176,328
190,329
165,330
150,331
173,332
254,335
218,336
192,337
245,338
279,339
240,340
235,341
243,342
188,343
237,344
258,345
258,346
219,347
304,348
166,349
207,350
233,351
192,352
229,353
244,354
170,355
165,356
250,357
210,358
211,359
158,360
207,361
260,362
